Name,Score,User Score,Wiki
" Condemned 2 Bloodshot ",8,8.1,http://www.ign.com/wikis/condemned-2-bloodshot
" Condemned Criminal Origins ",8.5,8.4,http://www.ign.com/wikis/condemned-criminal-origins
" Conduit 2 ",7.5,0,http://www.ign.com/wikis/conduit-2
" Conkers Bad Fur Day ",9.9,9.3,http://www.ign.com/wikis/conkers-bad-fur-day
" Conkers Big Reunion ",0,0,NOT PROVIDED
" Contra ",0,0,http://www.ign.com/wikis/contra
" Corpse Party Blood Drive ",0,9.4,http://www.ign.com/wikis/create?objectid=166532
" Corpse Party Blood Drive Everafter Edition ",0,0,NOT PROVIDED
" Cosmic Star Heroine ",0,9,http://www.ign.com/wikis/create?objectid=20004637
" CounterStrike ",8.9,8.7,http://www.ign.com/wikis/create?objectid=15191
" CounterStrike Condition Zero ",7,0,NOT PROVIDED
" CounterStrike Global Offensive ",8,8.2,http://www.ign.com/wikis/counter-strike-global-offensive
" CounterStrike Source ",0,8.7,http://www.ign.com/wikis/counter-strike-source
" Crackdown 2 ",7.5,7.7,http://www.ign.com/wikis/crackdown-2
" Crackdown 2007 ",8,0,NOT PROVIDED
" Crackdown 3 ",0,0,http://www.ign.com/wikis/crackdown-3
" Crash Bandicoot ",0,0,NOT PROVIDED
" Crash Bandicoot 2 Cortex Strikes Back ",8.5,8.6,http://www.ign.com/wikis/crash-bandicoot-2-cortex-strikes-back
" Crash Bandicoot N Sane Trilogy ",8.5,9.1,http://www.ign.com/wikis/crash-bandicoot-remasters
" Crash Bandicoot Warped ",9.1,9,http://www.ign.com/wikis/crash-bandicoot-warped
" Crash Team Racing ",8.5,0,NOT PROVIDED
" Crimson Skies High Road to Revenge ",9.1,8.8,http://www.ign.com/wikis/crimson-skies-high-road-to-revenge
" Crisis Core Final Fantasy VII ",8.5,0,NOT PROVIDED
" Crusader Kings II ",8,8.7,http://www.ign.com/wikis/crusader-kings-ii
" Crysis ",9.4,0,NOT PROVIDED
" Crysis 2 ",9,0,http://www.ign.com/wikis/crysis-2
" Crysis 2 Limited Edition ",0,8.8,http://www.ign.com/wikis/crysis-2
" Crysis 2 Nano Edition ",0,9,http://www.ign.com/wikis/crysis-2
" Crysis 3 ",8.5,8.4,http://www.ign.com/wikis/crysis-3
" Crysis Warhead ",9.4,8.7,http://www.ign.com/wikis/crysis-warhead
" Crystal Defenders ",0,7.8,http://www.ign.com/wikis/create?objectid=29147
" Crystalis ",0,0,NOT PROVIDED
" CSR Racing ",0,7,http://www.ign.com/wikis/csr-racing
" Cuphead ",0,0,NOT PROVIDED
" Cut the Rope ",9,0,http://www.ign.com/wikis/cut-the-rope
" Cut The Rope Experiments ",9,8.5,http://www.ign.com/wikis/cut-the-rope-experiments
" Cyberpunk 2077 ",0,0,http://www.ign.com/wikis/cyberpunk-2077
" Damage Inc Pacific Squadron WWII ",0,0,NOT PROVIDED
" Dance Central ",8,8.3,http://www.ign.com/wikis/dance-central
" Dance Central 2 ",9,8.6,http://www.ign.com/wikis/dance-central-2
" Dance Central 3 ",8,8.8,http://www.ign.com/wikis/dance-central-3
" Danganronpa 2 Goodbye Despair ",0,9.6,http://www.ign.com/wikis/danganropa-2
" DanganRonpa Trigger Happy Havoc ",0,0,http://www.ign.com/wikis/danganronpa-trigger-happy-havoc
" Danganronpa V3 Killing Harmony ",8,7.2,http://www.ign.com/wikis/create?objectid=20042906
" Dantes Inferno ",7.5,8.2,http://www.ign.com/wikis/dantes-inferno
" Dantes Inferno Divine Edition ",7.5,8,http://www.ign.com/wikis/create?objectid=14296030
" Dark ",4,0,http://www.ign.com/wikis/dark
" Dark Cloud ",8.4,0,http://www.ign.com/wikis/dark-cloud
" Dark Cloud 2 ",9,8.9,http://www.ign.com/wikis/dark-cloud-2
" Dark Sector ",7.7,7.6,http://www.ign.com/wikis/dark-sector
" Dark Souls ",9,9.2,http://www.ign.com/wikis/dark-souls
" Dark Souls Artorias of the Abyss ",0,0,http://www.ign.com/wikis/dark-souls
" Dark Souls II ",9,8,http://www.ign.com/wikis/dark-souls-2
" Dark Souls II Crown of the Ivory King ",0,0,http://www.ign.com/wikis/dark-souls-2
" Dark Souls II Crown of the Old Iron King ",0,0,NOT PROVIDED
" Dark Souls II Crown of the Sunken King ",0,0,http://www.ign.com/wikis/dark-souls-2
" Dark Souls II Scholar of the First Sin ",0,9.4,http://www.ign.com/wikis/dark-souls-2
" Dark Souls III ",0,8.9,http://www.ign.com/wikis/dark-souls-3
" Dark Souls III The Ringed City ",8,0,NOT PROVIDED
" Dark Souls Limited Edition ",0,9.3,http://www.ign.com/wikis/dark-souls
" Dark Souls Prepare to Die Edition ",9,8.9,http://www.ign.com/wikis/dark-souls
" Darkest Dungeon ",0,0,http://www.ign.com/wikis/darkest-dungeon
" Darksiders ",7.8,8.3,http://www.ign.com/wikis/darksiders
" Darksiders II ",7.5,8.3,http://www.ign.com/wikis/darksiders-2
" Darksiders II Collectors Edition ",0,8.7,http://www.ign.com/wikis/darksiders-2
" Darksiders II Deathinitive Edition ",7.5,9.3,http://www.ign.com/wikis/darksiders-2
" Darksiders Warmastered Edition ",0,0,http://www.ign.com/wikis/darksiders
" Darkwood ",0,0,http://www.ign.com/wikis/create?objectid=20000261
" Day of the Tentacle Remastered ",0,8.4,http://www.ign.com/wikis/maniac-mansion-day-of-the-tentacle
" Daylight ",5.8,0,http://www.ign.com/wikis/daylight
" Days Gone ",0,0,http://www.ign.com/wikis/days-gone
" DayZ ",0,0,http://www.ign.com/wikis/dayz
" DayZ MOD ",0,0,NOT PROVIDED
" Dead Island ",8,8,http://www.ign.com/wikis/dead-island
" Dead Island Definitive Collection ",7,7.6,http://www.ign.com/wikis/dead-island
" Dead Island Riptide ",7.2,7.6,http://www.ign.com/wikis/dead-island-riptide
" Dead Nation ",0,7.9,http://www.ign.com/wikis/dead-nation
" Dead or Alive 4 ",9,0,NOT PROVIDED
" Dead or Alive 5 ",8.8,8.4,http://www.ign.com/wikis/dead-or-alive-5
" Dead or Alive Dimensions ",8,8.3,http://www.ign.com/wikis/dead-or-alive-dimensions
" Dead Rising ",8.3,0,http://www.ign.com/wikis/dead-rising
" Dead Rising 2 Off the Record ",7,8.3,http://www.ign.com/wikis/dead-rising-2-off-the-record
" Dead Rising 3 ",8.3,7.5,http://www.ign.com/wikis/dead-rising-3
" Dead Rising 3 Operation Broken Eagle ",0,5.9,http://www.ign.com/wikis/dead-rising-3
" Dead Rising 4 ",8.1,8.8,http://www.ign.com/wikis/dead-rising-4
" Dead Rising 4 Franks Big Package ",8.1,0,http://www.ign.com/wikis/dead-rising-4
" Dead Rising Triple Pack ",6.5,8,http://www.ign.com/wikis/dead-rising-triple-pack
" Dead Space ",8.7,8.9,http://www.ign.com/wikis/dead-space
" Dead Space 2 ",9,0,http://www.ign.com/wikis/dead-space-2
" Dead Space 2 Limited Edition ",9,9,http://www.ign.com/wikis/dead-space-2
" Dead Space 3 ",7.8,0,http://www.ign.com/wikis/dead-space-3
" Dead Space Extraction ",7.5,0,http://www.ign.com/wikis/create?objectid=77843
" Dead Star ",7.1,7.2,http://www.ign.com/wikis/dead-star
" Dead Trigger ",0,0,http://www.ign.com/wikis/create?objectid=135496
" Deadlight ",0,7.8,http://www.ign.com/wikis/deadlight
" Deadlight Directors Cut ",0,0,http://www.ign.com/wikis/deadlight
" Deadpool ",6,8.2,http://www.ign.com/wikis/deadpool-the-game
" Dear Esther ",8,7.7,http://www.ign.com/wikis/dear-esther
" Dear Esther Landmark Edition ",0,7,http://www.ign.com/wikis/dear-esther
" Death Stranding ",0,0,http://www.ign.com/wikis/death-stranding
" Def Jam Fight for NY ",8.7,8.9,http://www.ign.com/wikis/def-jam-fight-for-ny
" Defiance ",5.9,7.9,http://www.ign.com/wikis/defiance
" Demon Gaze ",0,8.8,http://www.ign.com/wikis/demon-gaze
" Demon Sword ",0,6.9,http://www.ign.com/wikis/create?objectid=7248
" Demonicon ",0,0,NOT PROVIDED
" Demons Souls ",9.4,9.1,http://www.ign.com/wikis/demons-souls
" Destiny ",7.8,7.9,http://www.ign.com/wikis/destiny
" Destiny 2 ",8.5,0,NOT PROVIDED
" Destiny House of Wolves ",7.5,7.7,http://www.ign.com/wikis/destiny
" Destiny Rise of Iron ",6.2,6.2,http://www.ign.com/wikis/destiny
" Destiny The Taken King ",9,8.3,http://www.ign.com/wikis/destiny
" Detroit Become Human ",0,0,http://www.ign.com/wikis/detroit-become-human
" Deus Ex Human Revolution ",9,0,http://www.ign.com/wikis/deus-ex-human-revolution
" Deus Ex Human Revolution Augmented Edition ",0,0,http://www.ign.com/wikis/create?objectid=95736
" Deus Ex Human Revolution Directors Cut ",0,8.9,http://www.ign.com/wikis/create?objectid=20000681
" Deus Ex Human Revolution The Missing Link ",8,8.3,http://www.ign.com/wikis/deus-ex-human-revolution
" Deus Ex Human Revolution Ultimate Edition ",0,0,NOT PROVIDED
" Deus Ex Invisible War ",9,0,NOT PROVIDED
" Deus Ex Mankind Divided ",9.2,7.9,http://www.ign.com/wikis/deus-ex-mankind-divided
" Deus Ex The Conspiracy ",0,8.1,http://www.ign.com/wikis/create?objectid=133703
" Devil May Cry ",9.6,9,http://www.ign.com/wikis/devil-may-cry
" Devil May Cry 2 ",7,7.4,http://www.ign.com/wikis/devil-may-cry-2
" Devil May Cry 3 Dantes Awakening ",9.6,9.1,http://www.ign.com/wikis/devil-may-cry-3-dantes-awakening
" Devil May Cry 3 Dantes Awakening Special Edition ",9,0,http://www.ign.com/wikis/devil-may-cry-3-dantes-awakening
" Devil May Cry 4 ",8.7,8.4,http://www.ign.com/wikis/devil-may-cry-4
" Devil May Cry 4 Collectors Edition ",8.7,8.8,http://www.ign.com/wikis/devil-may-cry-4
" Devil May Cry 4 Special Edition ",7.5,0,NOT PROVIDED
" Devil May Cry HD Collection ",7.5,8.5,http://www.ign.com/wikis/devil-may-cry-hd-collection
" Devils Third ",3.5,7.1,http://www.ign.com/wikis/devils-third
" Devils Third Online ",0,0,http://www.ign.com/wikis/devils-third
" Diablo ",0,0,NOT PROVIDED
" Diablo II ",8.3,0,http://www.ign.com/wikis/diablo-ii
" Diablo II Lord of Destruction ",8.8,9,http://www.ign.com/wikis/diablo-ii-lord-of-destruction
" Diablo III ",9,8.8,http://www.ign.com/wikis/diablo-3
" Diablo III Reaper of Souls ",9.1,8.9,http://www.ign.com/wikis/diablo-3
" Diablo III Ultimate Evil Edition ",9.2,8.8,http://www.ign.com/wikis/diablo-3
" Diabolik The Original Sin ",0,0,http://www.ign.com/wikis/create?objectid=787363
" Diddy Kong Racing ",8.4,8.4,http://www.ign.com/wikis/create?objectid=2146
" Digimon World ",5.8,7.3,http://www.ign.com/wikis/digimon-world
" Digimon World 2 ",4,7,http://www.ign.com/wikis/digimon-world-2
" Digimon World 3 ",0,8.2,http://www.ign.com/wikis/digimon-world-3
" Digimon World 4 ",6.1,7.1,http://www.ign.com/wikis/create?objectid=639262
" Digimon World DS ",7.5,8.4,http://www.ign.com/wikis/create?objectid=761624
" Digimon World Next Order ",0,0,http://www.ign.com/wikis/create?objectid=20040385
" Dino Crisis ",9.2,8.5,http://www.ign.com/wikis/dino-crisis
" Dirge of Cerberus Final Fantasy VII ",7,7.8,http://www.ign.com/wikis/dirge-of-cerberus-final-fantasy-vii
" Dirt 3 ",8.5,0,NOT PROVIDED
" Dirt 3 Complete Edition ",0,9.9,http://www.ign.com/wikis/dirt-3
" Dirt Showdown ",6,0,NOT PROVIDED
" Disc Jam ",0,0,http://www.ign.com/wikis/create?objectid=20055120
" Disgaea 2 Dark Hero Days ",8.6,0,http://www.ign.com/wikis/create?objectid=14307707
" Disgaea 3 Absence of Detention ",8.5,8.5,http://www.ign.com/wikis/disgaea-3-absence-of-detention
" Disgaea 4 A Promise Unforgotten ",8.5,8.6,http://www.ign.com/wikis/disgaea-4-a-promise-forgotten
" Disgaea 5 Alliance of Vengeance ",8.7,8.9,http://www.ign.com/wikis/disgaea-5-alliance-of-vengeance
" Disgaea 5 Complete ",0,0,http://www.ign.com/wikis/create?objectid=20063633
" Disgaea DS ",9,8.9,http://www.ign.com/wikis/disgaea-hour-of-darkness
" Dishonored ",9.2,8.9,http://www.ign.com/wikis/dishonored
" Dishonored 2 ",9.3,9.1,http://www.ign.com/wikis/create?objectid=20038705
" Dishonored Definitive Edition ",8,8.8,http://www.ign.com/wikis/dishonored
" Disney Epic Mickey ",8,0,NOT PROVIDED
" Disney Epic Mickey 2 The Power of Two ",0,0,http://www.ign.com/wikis/epic-mickey-2
" Disney Epic Mickey Power of Illusion ",7,7.4,http://www.ign.com/wikis/epic-mickey-power-of-illusion
" Disney Fantasia Music Evolved ",8.6,0,http://www.ign.com/wikis/fantasia-music-evolved
" Disney Infinity ",8.7,7.9,http://www.ign.com/wikis/disney-infinity
" Disney Infinity 20 Edition ",0,7.6,http://www.ign.com/wikis/disney-infinity
" Disney Infinity 20 Edition Marvel Super Heroes ",0,6.4,http://www.ign.com/wikis/disney-infinity
" Disney Infinity 20 Edition Toy Box Starter Pack ",0,0,http://www.ign.com/wikis/disney-infinity
" Disney Infinity 30 Edition ",8.9,8.5,http://www.ign.com/wikis/disney-infinity
" Disney Infinity Action ",0,0,NOT PROVIDED
" Disney Infinity Toy Box ",0,0,http://www.ign.com/wikis/disney-infinity
" Dissidia 012 Final Fantasy ",9,9,http://www.ign.com/wikis/dissidia-012-final-fantasy
" Dissidia Final Fantasy ",8.9,0,NOT PROVIDED
" Divinity Original Sin ",0,0,http://www.ign.com/wikis/divinity-original-sin
" Divinity Original Sin Enhanced Edition ",9,8.3,http://www.ign.com/wikis/divinity-original-sin
" DmC Devil May Cry ",8.5,8.3,http://www.ign.com/wikis/dmc-devil-may-cry
" DmC Devil May Cry Definitive Edition ",8.9,8.5,http://www.ign.com/wikis/dmc-devil-may-cry
" Doctor Who The Eternity Clock ",5.5,7.4,http://www.ign.com/wikis/doctor-who-the-eternity-clock
" Dogfight 1942 ",0,8,http://www.ign.com/wikis/create?objectid=90572
" Dokuro ",8.8,7.7,http://www.ign.com/wikis/dokuro
" Donkey Kong 64 ",0,10,http://www.ign.com/wikis/donkey-kong-64
" Donkey Kong Country ",8.5,9,http://www.ign.com/wikis/create?objectid=6855
" Donkey Kong Country 2 Diddys Kong Quest ",8.8,0,NOT PROVIDED
" Donkey Kong Country Returns ",9,9,http://www.ign.com/wikis/donkey-kong-country-returns
" Donkey Kong Country Returns 3D ",8.9,8.5,http://www.ign.com/wikis/donkey-kong-country-returns
" Donkey Kong Country Tropical Freeze ",9,9,http://www.ign.com/wikis/donkey-kong-country-tropical-freeze
" Dont Starve ",7.5,7.7,http://www.ign.com/wikis/dont-starve
" Dont Starve Giant Edition ",0,0,NOT PROVIDED
" Dont Starve Pocket Edition ",0,0,NOT PROVIDED
" Dont Starve Together ",0,8.6,http://www.ign.com/wikis/dont-starve
" Doodle Jump ",0,0,NOT PROVIDED
" Doom ",7.1,9.1,http://www.ign.com/wikis/doom-4
" Doom 1993 ",0,0,http://www.ign.com/wikis/doom
" Doom 3 ",9.3,0,NOT PROVIDED
" Doom 3 BFG Edition ",7.6,7.7,http://www.ign.com/wikis/doom-3
" Dota 2 ",9.4,6.4,http://www.ign.com/wikis/dota-2
" Double Dragon II The Revenge ",0,0,http://www.ign.com/wikis/double-dragon-ii-the-revenge
" Double Dragon III The Sacred Stones ",0,4,http://www.ign.com/wikis/create?objectid=20061137
" Double Dragon Neon ",3,7.6,http://www.ign.com/wikis/double-dragon-neon
" Downhill Domination ",8,8.4,http://www.ign.com/wikis/create?objectid=536051
" Dr Luigi ",7.5,8,http://www.ign.com/wikis/dr-luigi
" Dr Mario ",0,0,NOT PROVIDED
" Dragomon Hunter ",0,0,NOT PROVIDED
" Dragon Age II ",8.5,8.3,http://www.ign.com/wikis/dragon-age-2
" Dragon Age II BioWare Signature Edition ",0,8.6,http://www.ign.com/wikis/create?objectid=89372
" Dragon Age II Legacy ",6.5,7.8,http://www.ign.com/wikis/create?objectid=112984
" Dragon Age II Mark of the Assassin ",8.5,0,NOT PROVIDED
" Dragon Age Inquisition ",0,9,http://www.ign.com/wikis/dragon-age-inquisition
" Dragon Age Inquisition Trespasser ",7,0,http://www.ign.com/wikis/create?objectid=20042246
" Dragon Age Origins ",8.7,8.8,http://www.ign.com/wikis/dragon-age-origins
" Dragon Age Origins Awakening ",8.5,0,http://www.ign.com/wikis/create?objectid=56423
" Dragon Ball Raging Blast ",6.2,8,http://www.ign.com/wikis/dragon-ball-z
" Dragon Ball Raging Blast 2 ",5.5,7.8,http://www.ign.com/wikis/dragon-ball-raging-blast-2
" Dragon Ball Xenoverse ",0,9,http://www.ign.com/wikis/create?objectid=20026694
" Dragon Ball Xenoverse 2 ",0,0,http://www.ign.com/wikis/dragon-ball-xenoverse-2
" Dragon Ball Z Budokai ",6.4,0,http://www.ign.com/wikis/create?objectid=498846
" Dragon Ball Z Budokai 3 ",8,8.8,http://www.ign.com/wikis/dragon-ball-z-budokai-3
" Dragon Ball Z Budokai HD Collection ",0,8.5,http://www.ign.com/wikis/dragon-ball-z-budokai-hd-collection
" Dragon Ball Z Budokai Tenkaichi 2 ",8.3,8.9,http://www.ign.com/wikis/dragon-ball-z-budokai-tenkaichi-2
" Dragon Ball Z Budokai Tenkaichi 3 ",8,0,http://www.ign.com/wikis/dragon-ball-z-budokai-tenkaichi-3
" Dragon Ball Z Buus Fury ",6.5,8.2,http://www.ign.com/wikis/dragon-ball-z-buus-fury
" Dragon Ball Z for Kinect ",0,0,http://www.ign.com/wikis/dragon-ball-z-for-kinect
" Dragon Ball Z The Legacy of Goku ",5.8,0,http://www.ign.com/wikis/dragon-ball-z-the-legacy-of-goku
" Dragon Ball Z The Legacy of Goku II ",8,8.2,http://www.ign.com/wikis/dragon-ball-z-the-legacy-of-goku-ii
" Dragon Ball Z Ultimate Tenkaichi ",7.5,0,http://www.ign.com/wikis/dragon-ball-z-ultimate-tenkaichi
" Dragon Quest Heroes ",6.2,8.2,http://www.ign.com/wikis/dragon-quest-heroes
" Dragon Quest IV ",0,0,http://www.ign.com/wikis/create?objectid=20022607
" Dragon Quest IX Sentinels of the Starry Skies ",8,8.8,http://www.ign.com/wikis/dragon-quest-ix-sentinels-of-the-starry-skies
" Dragon Quest V Hand of the Heavenly Bride ",8.9,8.9,http://www.ign.com/wikis/create?objectid=953463
" Dragon Quest VI Realms of Revelation ",7,0,http://www.ign.com/wikis/dragon-quest-vi-realms-of-revelation
" Dragon Quest VIII Journey of the Cursed King ",9,9.2,http://www.ign.com/wikis/create?objectid=496303
" Dragon Quest X The Five Awakening Races Online ",0,0,http://www.ign.com/wikis/dragon-quest-x-the-five-awakening-races-online
" Dragon Quest XI Echoes of an Elusive Age ",0,9.1,http://www.ign.com/wikis/dragon-quest-xi
" Dragon Warrior ",0,0,NOT PROVIDED
" Dragon Warrior III ",0,9,http://www.ign.com/wikis/create?objectid=6013
" Dragon Warrior IV ",0,9.1,http://www.ign.com/wikis/create?objectid=6012
" Dragons Crown ",8.5,0,http://www.ign.com/wikis/dragons-crown
" Dragons Dogma ",7.5,8.3,http://www.ign.com/wikis/dragons-dogma
" Dragons Dogma Complete with Dark Arisen ",0,0,http://www.ign.com/wikis/dragons-dogma
" Dragons Dogma Dark Arisen ",0,0,http://www.ign.com/wikis/dragons-dogma
" Drakengard 3 ",4.8,8,http://www.ign.com/wikis/create?objectid=162432
" Drakensang The Dark Eye ",7.6,7.9,http://www.ign.com/wikis/drakensang-the-dark-eye
" Draw Something ",0,7.8,http://www.ign.com/wikis/draw-something
" Drawn to Death ",4,0,NOT PROVIDED
" Dream Track Nation ",8,7.2,http://www.ign.com/wikis/create?objectid=106026
" Dreamfall Chapters ",6.5,8.1,http://www.ign.com/wikis/create?objectid=890398
" Driveclub ",7.9,7.1,http://www.ign.com/wikis/driveclub
" Driveclub VR ",5.9,6,http://www.ign.com/wikis/create?objectid=20053286
" Driver 3 ",5.4,0,http://www.ign.com/wikis/driver-3
" Driver Parallel Lines ",7.2,8,http://www.ign.com/wikis/driver-parallel-lines
" Driver San Francisco ",8,0,NOT PROVIDED
" Dual Pack Uncharted & Uncharted 2 ",0,0,NOT PROVIDED
" DuckTales ",0,0,http://www.ign.com/wikis/duck-tales
" Duke Nukem 3D 20th Anniversary Edition World Tour ",0,0,http://www.ign.com/wikis/create?objectid=20058373
" Duke Nukem Forever ",5.5,0,NOT PROVIDED
" Dungeon Defenders ",8.5,8.5,http://www.ign.com/wikis/dungeon-defenders
" Dungeon Defenders II ",0,8.8,http://www.ign.com/wikis/create?objectid=20070449
" Dungeon Siege II ",8.5,8.3,http://www.ign.com/wikis/dungeon-siege-ii
" Dungeon Siege III ",6.5,7.1,http://www.ign.com/wikis/dungeon-siege-3
" Dust 514 ",5.8,0,NOT PROVIDED
" Dyad ",8.5,0,http://www.ign.com/wikis/dyad
" Dying Light ",8.5,8.8,http://www.ign.com/wikis/dying-light
" Dying Light pastgen version ",0,0,NOT PROVIDED
" Dying Light The Following ",0,9,http://www.ign.com/wikis/dying-light
" Dynasty Warriors 6 ",6,7.5,http://www.ign.com/wikis/dynasty-warriors-6
" EA Sports UFC ",6.8,7.1,http://www.ign.com/wikis/ea-sports-ufc
" Earth Defense Force 2025 ",6.5,7.4,http://www.ign.com/wikis/earth-defense-force-2025
" EarthBound ",0,0,http://www.ign.com/wikis/earthbound
" Earthlock Festival of Magic ",0,0,http://www.ign.com/wikis/earthlock-festival-of-magic
" El Shaddai Ascension of the Metatron ",0,0,NOT PROVIDED
" Elder Scrolls Online Tamriel Unlimited ",8,7.7,http://www.ign.com/wikis/elder-scrolls-online
" Elite Beat Agents ",9.5,8.9,http://www.ign.com/wikis/create?objectid=826978
" Elite Dangerous ",7.5,9.1,http://www.ign.com/wikis/elite-dangerous
" Empire Earth ",8.5,0,http://www.ign.com/wikis/create?objectid=14336
" Empire Earth III ",5.4,0,http://www.ign.com/wikis/empire-earth-iii
